Survived;Pclass;Sex;Age;SibSp;Parch;Fare;Embarked;Clase_baja
1;3;female;29,6792717086835;0;2;22,3583;C;TRUE
0;3;female;30,0000000000000;0;0;8,6625;S;TRUE
1;2;female;7,0000000000000;0;2;26,2500;S;FALSE
0;1;male;45,0000000000000;0;0;26,5500;S;FALSE
0;3;male;29,6792717086835;0;0;14,5000;S;TRUE
1;1;female;22,0000000000000;0;2;49,5000;C;FALSE
0;3;female;9,0000000000000;4;2;31,2750;S;TRUE
0;3;female;11,0000000000000;4;2;31,2750;S;TRUE
1;2;male;32,0000000000000;1;0;26,0000;S;FALSE
0;1;male;64,0000000000000;0;0;26,0000;S;FALSE
1;2;female;19,0000000000000;1;0;26,0000;S;FALSE
1;2;male;29,6792717086835;0;0;13,8625;C;FALSE
0;3;male;33,0000000000000;1;1;20,5250;S;TRUE
1;2;male;8,0000000000000;1;1;36,7500;S;FALSE
0;2;male;27,0000000000000;0;0;26,0000;S;FALSE
0;3;male;29,6792717086835;0;0;7,8292;Q;TRUE
1;3;male;22,0000000000000;0;0;7,2250;C;TRUE
1;3;female;22,0000000000000;0;0;7,7750;S;TRUE
0;1;male;62,0000000000000;0;0;26,5500;S;FALSE
1;1;female;48,0000000000000;1;0;39,6000;C;FALSE
1;3;female;36,0000000000000;1;0;17,4000;S;TRUE
0;3;male;29,6792717086835;0;0;7,7500;Q;TRUE
0;3;male;40,0000000000000;0;0;7,8958;S;TRUE
0;2;male;28,0000000000000;0;0;13,5000;S;FALSE
0;3;male;29,6792717086835;0;0;8,0500;S;TRUE
0;3;female;29,6792717086835;0;0;8,0500;S;TRUE
0;3;male;24,0000000000000;2;0;24,1500;S;TRUE
0;3;male;19,0000000000000;0;0;7,8958;S;TRUE
0;3;female;29,0000000000000;0;4;21,0750;S;TRUE
0;3;male;29,6792717086835;0;0;7,2292;C;TRUE
1;3;male;32,0000000000000;0;0;7,8542;S;TRUE
1;2;male;62,0000000000000;0;0;10,5000;S;FALSE
1;1;female;53,0000000000000;2;0;51,4792;S;FALSE
1;1;male;36,0000000000000;0;0;26,3875;S;FALSE
1;3;female;29,6792717086835;0;0;7,7500;Q;TRUE
0;3;male;16,0000000000000;0;0;8,0500;S;TRUE
0;3;male;19,0000000000000;0;0;14,5000;S;TRUE
1;2;female;34,0000000000000;0;0;13,0000;S;FALSE
1;1;female;39,0000000000000;1;0;55,9000;S;FALSE
0;3;female;29,6792717086835;1;0;14,4583;C;TRUE
1;3;male;32,0000000000000;0;0;7,9250;S;TRUE
1;2;female;25,0000000000000;1;1;30,0000;S;FALSE
0;2;male;54,0000000000000;0;0;26,0000;S;FALSE
0;1;male;36,0000000000000;0;0;40,1250;C;FALSE
0;3;male;29,6792717086835;0;0;8,7125;C;TRUE
0;2;male;47,0000000000000;0;0;15,0000;S;FALSE
0;3;male;22,0000000000000;0;0;8,0500;S;TRUE
0;3;male;29,6792717086835;0;0;8,0500;S;TRUE
0;3;male;35,0000000000000;0;0;7,1250;S;TRUE
0;3;male;47,0000000000000;0;0;7,2500;S;TRUE
0;3;female;29,6792717086835;0;2;7,7500;Q;TRUE
0;2;male;37,0000000000000;1;0;26,0000;S;FALSE
0;3;male;36,0000000000000;1;1;24,1500;S;TRUE
1;2;female;29,6792717086835;0;0;33,0000;S;FALSE
0;3;male;49,0000000000000;0;0;0,0000;S;TRUE
0;3;male;29,6792717086835;0;0;7,2250;C;TRUE
1;1;male;49,0000000000000;1;0;56,9292;C;FALSE
1;2;female;24,0000000000000;2;1;27,0000;S;FALSE
0;3;male;29,6792717086835;0;0;7,8958;S;TRUE
0;1;male;29,6792717086835;0;0;42,4000;S;FALSE
0;3;male;44,0000000000000;0;0;8,0500;S;TRUE
1;1;male;35,0000000000000;0;0;26,5500;C;FALSE
0;3;male;36,0000000000000;1;0;15,5500;S;TRUE
0;3;male;30,0000000000000;0;0;7,8958;S;TRUE
1;1;male;27,0000000000000;0;0;30,5000;S;FALSE
1;2;female;22,0000000000000;1;2;41,5792;C;FALSE
0;3;female;39,0000000000000;1;5;31,2750;S;TRUE
0;3;male;29,6792717086835;0;0;7,0500;S;TRUE
1;3;female;29,6792717086835;1;0;15,5000;Q;TRUE
0;3;male;29,6792717086835;0;0;7,7500;Q;TRUE
0;3;male;35,0000000000000;0;0;8,0500;S;TRUE
1;2;female;24,0000000000000;1;2;65,0000;S;FALSE
0;3;male;34,0000000000000;1;1;14,4000;S;TRUE
0;3;female;26,0000000000000;1;0;16,1000;S;TRUE
1;2;female;4,0000000000000;2;1;39,0000;S;FALSE
0;2;male;26,0000000000000;0;0;10,5000;S;FALSE
0;3;male;27,0000000000000;1;0;14,4542;C;TRUE
1;1;male;42,0000000000000;1;0;52,5542;S;FALSE
1;3;male;20,0000000000000;1;1;15,7417;C;TRUE
0;3;male;21,0000000000000;0;0;7,8542;S;TRUE
0;3;male;21,0000000000000;0;0;16,1000;S;TRUE
0;1;male;61,0000000000000;0;0;32,3208;S;FALSE
0;2;male;57,0000000000000;0;0;12,3500;Q;FALSE
0;3;male;26,0000000000000;0;0;7,8958;S;TRUE
0;3;male;29,6792717086835;0;0;7,7333;Q;TRUE
1;1;male;80,0000000000000;0;0;30,0000;S;FALSE
0;3;male;51,0000000000000;0;0;7,0542;S;TRUE
1;1;male;32,0000000000000;0;0;30,5000;C;FALSE
0;1;male;29,6792717086835;0;0;0,0000;S;FALSE
0;3;female;9,0000000000000;3;2;27,9000;S;TRUE
1;2;female;28,0000000000000;0;0;13,0000;S;FALSE
0;3;male;32,0000000000000;0;0;7,9250;S;TRUE
0;2;male;31,0000000000000;1;1;26,2500;S;FALSE
0;3;female;41,0000000000000;0;5;39,6875;S;TRUE
0;3;male;29,6792717086835;1;0;16,1000;S;TRUE
0;3;male;20,0000000000000;0;0;7,8542;S;TRUE
0;3;female;2,0000000000000;3;2;27,9000;S;TRUE
1;3;male;29,6792717086835;0;0;56,4958;S;TRUE
1;3;female;0,0000000000000;2;1;19,2583;C;TRUE
0;3;male;19,0000000000000;0;0;7,8958;S;TRUE
1;1;male;56,0000000000000;0;0;35,5000;C;FALSE
0;3;male;29,6792717086835;0;0;7,5500;S;TRUE
1;3;female;23,0000000000000;0;0;7,5500;S;TRUE
0;3;male;29,6792717086835;0;0;7,8958;S;TRUE
1;2;female;18,0000000000000;0;1;23,0000;S;FALSE
0;3;male;21,0000000000000;0;0;8,4333;S;TRUE
1;3;female;29,6792717086835;0;0;7,8292;Q;TRUE
0;3;female;18,0000000000000;0;0;6,7500;Q;TRUE
0;3;male;29,6792717086835;0;0;7,8958;S;TRUE
0;3;female;32,0000000000000;1;1;15,5000;Q;TRUE
0;2;male;23,0000000000000;0;0;13,0000;S;FALSE
0;3;male;40,0000000000000;0;0;7,2250;C;TRUE
0;1;male;47,0000000000000;0;0;25,5875;S;FALSE
0;3;male;36,0000000000000;0;0;7,4958;S;TRUE
1;3;male;20,0000000000000;1;0;7,9250;S;TRUE
0;2;male;25,0000000000000;0;0;13,0000;S;FALSE
0;3;male;29,6792717086835;0;0;7,7750;S;TRUE
0;3;male;43,0000000000000;0;0;8,0500;S;TRUE
1;1;female;29,6792717086835;1;0;52,0000;S;FALSE
1;2;female;40,0000000000000;1;1;39,0000;S;FALSE
0;1;male;31,0000000000000;1;0;52,0000;S;FALSE
0;2;male;70,0000000000000;0;0;10,5000;S;FALSE
1;2;male;31,0000000000000;0;0;13,0000;S;FALSE
0;2;male;29,6792717086835;0;0;0,0000;S;FALSE
0;3;male;18,0000000000000;0;0;7,7750;S;TRUE
0;3;male;24,0000000000000;0;0;8,0500;S;TRUE
1;3;female;18,0000000000000;0;0;9,8417;S;TRUE
0;3;female;43,0000000000000;1;6;46,9000;S;TRUE
0;3;female;29,6792717086835;0;0;8,1375;Q;TRUE
0;3;male;20,0000000000000;0;0;9,2250;S;TRUE
0;3;male;14,0000000000000;5;2;46,9000;S;TRUE
0;2;male;60,0000000000000;1;1;39,0000;S;FALSE
0;2;male;25,0000000000000;1;2;41,5792;C;FALSE
0;3;male;14,0000000000000;4;1;39,6875;S;TRUE
0;3;male;19,0000000000000;0;0;10,1708;S;TRUE
0;3;male;18,0000000000000;0;0;7,7958;S;TRUE
1;1;male;31,0000000000000;1;0;57,0000;S;FALSE
1;3;female;4,0000000000000;0;1;13,4167;C;TRUE
1;3;male;29,6792717086835;0;0;56,4958;S;TRUE
0;3;male;25,0000000000000;0;0;7,2250;C;TRUE
0;1;male;60,0000000000000;0;0;26,5500;S;FALSE
0;2;male;52,0000000000000;0;0;13,5000;S;FALSE
0;3;male;44,0000000000000;0;0;8,0500;S;TRUE
1;3;female;29,6792717086835;0;0;7,7333;Q;TRUE
0;3;male;42,0000000000000;0;0;7,6500;S;TRUE
1;1;male;35,0000000000000;0;0;26,2875;S;FALSE
0;3;female;18,0000000000000;0;1;14,4542;C;TRUE
0;3;male;25,0000000000000;0;0;7,7417;Q;TRUE
0;3;male;26,0000000000000;1;0;7,8542;S;TRUE
0;2;male;39,0000000000000;0;0;26,0000;S;FALSE
1;2;female;45,0000000000000;0;0;13,5000;S;FALSE
1;1;male;42,0000000000000;0;0;26,2875;S;FALSE
1;3;male;29,6792717086835;1;1;15,2458;C;TRUE
1;1;female;24,0000000000000;0;0;49,5042;C;FALSE
0;1;male;29,6792717086835;0;0;26,5500;S;FALSE
1;1;male;48,0000000000000;1;0;52,0000;S;FALSE
0;3;male;29,0000000000000;0;0;9,4833;S;TRUE
0;2;male;52,0000000000000;0;0;13,0000;S;FALSE
0;3;male;19,0000000000000;0;0;7,6500;S;TRUE
1;2;female;27,0000000000000;0;0;10,5000;S;FALSE
0;3;male;29,6792717086835;0;0;15,5000;Q;TRUE
0;3;male;33,0000000000000;0;0;7,7750;S;TRUE
1;2;female;6,0000000000000;0;1;33,0000;S;FALSE
0;3;male;17,0000000000000;1;0;7,0542;S;TRUE
0;2;male;34,0000000000000;0;0;13,0000;S;FALSE
0;2;male;50,0000000000000;0;0;13,0000;S;FALSE
1;1;male;27,0000000000000;1;0;53,1000;S;FALSE
0;3;male;20,0000000000000;0;0;8,6625;S;TRUE
1;2;female;30,0000000000000;3;0;21,0000;S;FALSE
1;3;female;29,6792717086835;0;0;7,7375;Q;TRUE
0;2;male;25,0000000000000;1;0;26,0000;S;FALSE
0;3;female;25,0000000000000;1;0;7,9250;S;TRUE
0;3;male;11,0000000000000;0;0;18,7875;C;TRUE
0;2;male;29,6792717086835;0;0;0,0000;S;FALSE
0;2;male;23,0000000000000;0;0;13,0000;S;FALSE
0;2;male;23,0000000000000;0;0;13,0000;S;FALSE
0;3;male;28,0000000000000;0;0;16,1000;S;TRUE
0;3;female;48,0000000000000;1;3;34,3750;S;TRUE
0;3;male;29,6792717086835;0;0;7,8958;S;TRUE
0;3;male;29,6792717086835;0;0;7,8958;S;TRUE
1;1;male;29,6792717086835;0;0;30,0000;S;FALSE
0;3;male;24,0000000000000;1;0;16,1000;S;TRUE
1;3;male;31,0000000000000;0;0;7,9250;S;TRUE
0;3;male;16,0000000000000;1;1;20,2500;S;TRUE
1;2;female;30,0000000000000;0;0;13,0000;S;FALSE
0;1;male;19,0000000000000;1;0;53,1000;S;FALSE
0;3;male;31,0000000000000;0;0;7,7500;Q;TRUE
1;2;female;4,0000000000000;1;1;23,0000;S;FALSE
1;3;male;6,0000000000000;0;1;12,4750;S;TRUE
0;3;male;33,0000000000000;0;0;9,5000;S;TRUE
0;3;male;23,0000000000000;0;0;7,8958;S;TRUE
1;2;female;48,0000000000000;1;2;65,0000;S;FALSE
1;2;male;0,0000000000000;1;1;14,5000;S;FALSE
0;3;male;28,0000000000000;0;0;7,7958;S;TRUE
0;2;male;18,0000000000000;0;0;11,5000;S;FALSE
0;3;male;34,0000000000000;0;0;8,0500;S;TRUE
0;3;male;29,6792717086835;0;0;14,5000;S;TRUE
0;3;male;41,0000000000000;0;0;7,1250;S;TRUE
1;3;male;20,0000000000000;0;0;7,2292;C;TRUE
0;3;male;16,0000000000000;0;0;7,7750;S;TRUE
0;1;male;29,6792717086835;0;0;39,6000;C;FALSE
0;3;female;30,0000000000000;0;0;7,7500;Q;TRUE
0;3;male;29,6792717086835;1;0;24,1500;Q;TRUE
0;3;male;32,0000000000000;0;0;8,3625;S;TRUE
0;3;male;24,0000000000000;0;0;9,5000;S;TRUE
0;3;male;48,0000000000000;0;0;7,8542;S;TRUE
0;2;female;57,0000000000000;0;0;10,5000;S;FALSE
0;3;male;29,6792717086835;0;0;7,2250;C;TRUE
1;2;female;54,0000000000000;1;3;23,0000;S;FALSE
0;3;male;18,0000000000000;0;0;7,7500;S;TRUE
0;3;male;29,6792717086835;0;0;7,7500;Q;TRUE
1;3;female;5,0000000000000;0;0;12,4750;S;TRUE
0;3;male;29,6792717086835;0;0;7,7375;Q;TRUE
1;3;female;13,0000000000000;0;0;7,2292;C;TRUE
1;1;female;17,0000000000000;1;0;57,0000;S;FALSE
0;1;male;29,0000000000000;0;0;30,0000;S;FALSE
0;3;male;29,6792717086835;1;2;23,4500;S;TRUE
0;3;male;25,0000000000000;0;0;7,0500;S;TRUE
0;3;male;25,0000000000000;0;0;7,2500;S;TRUE
1;3;female;18,0000000000000;0;0;7,4958;S;TRUE
0;3;male;8,0000000000000;4;1;29,1250;Q;TRUE
1;3;male;1,0000000000000;1;2;20,5750;S;TRUE
0;3;male;29,6792717086835;0;0;7,7500;Q;TRUE
0;2;male;16,0000000000000;0;0;26,0000;S;FALSE
0;1;male;29,6792717086835;0;0;30,6958;C;FALSE
0;3;male;25,0000000000000;0;0;7,8958;S;TRUE
0;2;male;39,0000000000000;0;0;13,0000;S;FALSE
1;1;female;49,0000000000000;0;0;25,9292;S;FALSE
1;3;female;31,0000000000000;0;0;8,6833;S;TRUE
0;3;male;30,0000000000000;0;0;7,2292;C;TRUE
0;3;female;30,0000000000000;1;1;24,1500;S;TRUE
0;2;male;34,0000000000000;0;0;13,0000;S;FALSE
1;2;female;31,0000000000000;1;1;26,2500;S;FALSE
1;3;male;0,0000000000000;0;1;8,5167;C;TRUE
1;3;male;27,0000000000000;0;0;6,9750;S;TRUE
0;3;male;31,0000000000000;0;0;7,7750;S;TRUE
0;1;male;39,0000000000000;0;0;0,0000;S;FALSE
0;3;female;18,0000000000000;0;0;7,7750;S;TRUE
0;2;male;39,0000000000000;0;0;13,0000;S;FALSE
1;1;female;33,0000000000000;1;0;53,1000;S;FALSE
0;3;male;26,0000000000000;0;0;7,8875;S;TRUE
0;3;male;39,0000000000000;0;0;24,1500;S;TRUE
0;2;male;35,0000000000000;0;0;10,5000;S;FALSE
0;3;female;6,0000000000000;4;2;31,2750;S;TRUE
0;3;male;30,0000000000000;0;0;8,0500;S;TRUE
0;1;male;29,6792717086835;0;0;0,0000;S;FALSE
0;3;female;23,0000000000000;0;0;7,9250;S;TRUE
0;2;male;31,0000000000000;1;1;37,0042;C;FALSE
0;3;male;43,0000000000000;0;0;6,4500;S;TRUE
0;3;male;10,0000000000000;3;2;27,9000;S;TRUE
1;3;male;27,0000000000000;0;0;8,6625;S;TRUE
0;1;male;38,0000000000000;0;0;0,0000;S;FALSE
1;3;female;27,0000000000000;0;1;12,4750;S;TRUE
0;3;male;2,0000000000000;4;1;39,6875;S;TRUE
0;3;male;29,6792717086835;0;0;6,9500;Q;TRUE
0;3;male;29,6792717086835;0;0;56,4958;S;TRUE
1;2;male;1,0000000000000;0;2;37,0042;C;FALSE
1;3;male;29,6792717086835;0;0;7,7500;Q;TRUE
1;3;female;15,0000000000000;1;0;14,4542;C;TRUE
1;2;male;0,0000000000000;1;1;18,7500;S;FALSE
0;3;male;29,6792717086835;0;0;7,2292;C;TRUE
0;3;male;23,0000000000000;0;0;7,8542;S;TRUE
0;3;male;18,0000000000000;0;0;8,3000;S;TRUE
0;3;male;21,0000000000000;0;0;8,6625;S;TRUE
0;3;male;29,6792717086835;0;0;8,0500;S;TRUE
1;3;male;32,0000000000000;0;0;56,4958;S;TRUE
1;1;male;29,6792717086835;0;0;29,7000;C;FALSE
0;3;male;20,0000000000000;0;0;7,9250;S;TRUE
0;2;male;16,0000000000000;0;0;10,5000;S;FALSE
1;1;female;30,0000000000000;0;0;31,0000;C;FALSE
0;3;male;34,0000000000000;0;0;6,4375;C;TRUE
0;3;male;17,0000000000000;0;0;8,6625;S;TRUE
0;3;male;42,0000000000000;0;0;7,5500;S;TRUE
0;3;male;35,0000000000000;0;0;7,8958;C;TRUE
0;2;male;28,0000000000000;0;1;33,0000;S;FALSE
0;3;male;4,0000000000000;4;2;31,2750;S;TRUE
0;3;male;74,0000000000000;0;0;7,7750;S;TRUE
0;3;female;9,0000000000000;1;1;15,2458;C;TRUE
1;1;female;16,0000000000000;0;1;39,4000;S;FALSE
0;2;female;44,0000000000000;1;0;26,0000;S;FALSE
1;3;female;18,0000000000000;0;1;9,3500;S;TRUE
1;1;male;51,0000000000000;0;0;26,5500;S;FALSE
1;3;female;24,0000000000000;0;3;19,2583;C;TRUE
0;3;male;29,6792717086835;0;0;7,2292;C;TRUE
0;3;male;41,0000000000000;2;0;14,1083;S;TRUE
0;2;male;21,0000000000000;1;0;11,5000;S;FALSE
1;1;female;48,0000000000000;0;0;25,9292;S;FALSE
0;2;male;24,0000000000000;0;0;13,0000;S;FALSE
1;2;female;42,0000000000000;0;0;13,0000;S;FALSE
1;2;female;27,0000000000000;1;0;13,8583;C;FALSE
0;1;male;31,0000000000000;0;0;50,4958;S;FALSE
0;3;male;29,6792717086835;0;0;9,5000;S;TRUE
1;3;male;4,0000000000000;1;1;11,1333;S;TRUE
0;3;male;26,0000000000000;0;0;7,8958;S;TRUE
1;1;female;47,0000000000000;1;1;52,5542;S;FALSE
0;1;male;33,0000000000000;0;0;5,0000;S;FALSE
0;3;male;47,0000000000000;0;0;9,0000;S;TRUE
1;2;female;28,0000000000000;1;0;24,0000;C;FALSE
1;3;female;15,0000000000000;0;0;7,2250;C;TRUE
0;3;male;20,0000000000000;0;0;9,8458;S;TRUE
0;3;male;19,0000000000000;0;0;7,8958;S;TRUE
0;3;male;29,6792717086835;0;0;7,8958;S;TRUE
1;2;female;25,0000000000000;0;1;26,0000;S;FALSE
0;3;male;33,0000000000000;0;0;7,8958;S;TRUE
0;3;female;22,0000000000000;0;0;10,5167;S;TRUE
0;2;male;28,0000000000000;0;0;10,5000;S;FALSE
0;3;male;25,0000000000000;0;0;7,0500;S;TRUE
0;3;female;39,0000000000000;0;5;29,1250;Q;TRUE
0;2;male;27,0000000000000;0;0;13,0000;S;FALSE
1;1;female;19,0000000000000;0;0;30,0000;S;FALSE
0;3;female;29,6792717086835;1;2;23,4500;S;TRUE
1;1;male;26,0000000000000;0;0;30,0000;C;FALSE
0;3;male;32,0000000000000;0;0;7,7500;Q;TRUE
